iter	Logloss
0	0.6009645896
1	0.5194382745
2	0.4519311211
3	0.3915146886
4	0.3415359542
5	0.2972373531
6	0.261510531
7	0.2322453273
8	0.2081661749
9	0.1869308371
10	0.1670631724
11	0.1517884646
12	0.1384118124
13	0.1252783879
14	0.1142243436
15	0.1052218333
16	0.09752258861
17	0.09086337676
18	0.08493415076
19	0.07965786831
20	0.07405437585
21	0.07021409602
22	0.06666180202
23	0.06363311472
24	0.06091874758
25	0.05863812364
26	0.05653873925
27	0.05465588393
28	0.05307474571
29	0.05158073918
30	0.05001742258
31	0.04879044107
32	0.04778817962
33	0.04673597737
34	0.04543708799
35	0.04455641507
36	0.04377283502
37	0.04302641781
38	0.04238194209
39	0.04188950835
40	0.04138057654
41	0.0408520845
42	0.04036036022
43	0.03988841647
44	0.03950890428
45	0.03914927154
46	0.03879893409
47	0.03827280776
48	0.03798183807
49	0.03766674422
50	0.03744063465
51	0.03719788536
52	0.03706421729
53	0.03665273372
54	0.03643587224
55	0.03626158981
56	0.03611661166
57	0.03596181801
58	0.03581207983
59	0.03571759393
60	0.03541805698
61	0.0353551336
62	0.03522255785
63	0.03512839121
64	0.0350183137
65	0.03491867042
66	0.0348658282
67	0.03472992864
68	0.03465176062
69	0.03443408652
70	0.03429015475
71	0.0342350073
72	0.03414058294
73	0.03398235868
74	0.03377707502
75	0.0337074204
76	0.03366226988
77	0.03363290639
78	0.03357215372
79	0.03339912682
80	0.03330183075
81	0.03316849182
82	0.03308836746
83	0.03304046122
84	0.03299908539
85	0.03285188415
86	0.03270211235
87	0.03252692078
88	0.03248032613
89	0.03239447473
90	0.03234426286
91	0.0322938095
92	0.03223294097
93	0.03218825713
94	0.03208628803
95	0.03201780321
96	0.03195843991
97	0.03192101803
98	0.03178774215
99	0.03173266058
100	0.03167378155
101	0.03155970229
102	0.03150687583
103	0.03139545553
104	0.03133917249
105	0.03124256628
106	0.03114144811
107	0.03105066206
108	0.03101949173
109	0.03099633294
110	0.03096761258
111	0.03093028491
112	0.03088507563
113	0.03084706015
114	0.03080661927
115	0.03075289407
116	0.03069069307
117	0.0305849208
118	0.03052688861
119	0.03048856997
120	0.0303259433
121	0.03025398851
122	0.03016756647
123	0.03012762239
124	0.0300361466
125	0.02998859177
126	0.02992517953
127	0.02984807366
128	0.02981677311
129	0.02975775574
130	0.02970101409
131	0.02963495722
132	0.02957382821
133	0.02952685815
134	0.02948256346
135	0.02940607739
136	0.02936493247
137	0.02931357183
138	0.02923969455
139	0.029193722
140	0.02913807589
141	0.02910590909
142	0.0289757152
143	0.02892450178
144	0.02882886687
145	0.02879535349
146	0.02877606382
147	0.02872457515
148	0.02869013952
149	0.02863416117
150	0.02853601159
151	0.02849887164
152	0.02844580702
153	0.02840276379
154	0.02834138559
155	0.0283051241
156	0.02827932759
157	0.02823777761
158	0.02819260806
159	0.02813600265
160	0.02805934179
161	0.02802394479
162	0.02799755322
163	0.02797465351
164	0.02793412767
165	0.02779301257
166	0.02777309957
167	0.02774416155
168	0.02770312215
169	0.02763352662
170	0.02759252723
171	0.0275593741
172	0.0274916672
173	0.02743358259
174	0.02740015574
175	0.02726960834
176	0.02723990536
177	0.02720426186
178	0.02715428825
179	0.02711170751
180	0.02706626801
181	0.02702041933
182	0.02698419196
183	0.02695370862
184	0.02686325701
185	0.02681814025
186	0.02674486383
187	0.0266550491
188	0.02661412346
189	0.02659602623
190	0.02656917529
191	0.02653744025
192	0.02648465435
193	0.0264633538
194	0.02644536957
195	0.02639680365
196	0.02632069487
197	0.0262714749
198	0.02624177877
199	0.02621264678
200	0.02618907133
201	0.02616300912
202	0.02610379942
203	0.02608016421
204	0.02603064828
205	0.02601027506
206	0.02598740218
207	0.02593840465
208	0.02588357405
209	0.0258587037
210	0.02582272975
211	0.02575840427
212	0.02574394297
213	0.02566260624
214	0.02564088671
215	0.02559494035
216	0.02556580154
217	0.02551477113
218	0.02545876096
219	0.02540235257
220	0.02533535112
221	0.0252696422
222	0.02523963185
223	0.02519789594
224	0.02516818767
225	0.02514346952
226	0.02512698305
227	0.02509663507
228	0.02504614236
229	0.02500763606
230	0.02498619256
231	0.0249358515
232	0.02490828352
233	0.02486679237
234	0.02483793561
235	0.02478195944
236	0.02474659805
237	0.0246987634
238	0.02465695618
239	0.02463801805
240	0.02460288625
241	0.02455418952
242	0.02450461155
243	0.02445011878
244	0.0244374454
245	0.02439263048
246	0.02435169749
247	0.02432898635
248	0.02425291685
249	0.0242242821
250	0.02419347732
251	0.02414433638
252	0.02411266851
253	0.02408242932
254	0.0240573544
255	0.02404110973
256	0.02402400783
257	0.02399252452
258	0.02397964741
259	0.02390858496
260	0.02388107342
261	0.02384683352
262	0.02382700136
263	0.0238046892
264	0.0237787328
265	0.0237469198
266	0.02373620493
267	0.02369869601
268	0.0236619977
269	0.02363570196
270	0.02358668123
271	0.02355996207
272	0.02353676871
273	0.02348102697
274	0.02345190201
275	0.0234339689
276	0.02340627857
277	0.02337971247
278	0.02331349238
279	0.02329145207
280	0.02321847665
281	0.02320184881
282	0.02315297588
283	0.02312752834
284	0.02308921826
285	0.02307194921
286	0.02303443791
287	0.0230228537
288	0.02300180868
289	0.02298310365
290	0.02294152842
291	0.02291901027
292	0.02288610434
293	0.02284188658
294	0.02281838311
295	0.02278283054
296	0.02277477671
297	0.0227577842
298	0.0227318511
299	0.02269701813
300	0.02264459925
301	0.02263533764
302	0.02262072817
303	0.02258854165
304	0.02256608469
305	0.0225383439
306	0.02251742949
307	0.02249884331
308	0.02244154277
309	0.02241327856
310	0.0223941482
311	0.02235918494
312	0.02228321704
313	0.02226338605
314	0.02222075995
315	0.02216170276
316	0.02212934593
317	0.02209701359
318	0.02207963075
319	0.02205243349
320	0.0220129327
321	0.02198608881
322	0.02194508105
323	0.02190031349
324	0.02185246957
325	0.02183431811
326	0.02178515198
327	0.02173683483
328	0.02170882016
329	0.02168483686
330	0.0216677689
331	0.02164856588
332	0.02162343777
333	0.02160841994
334	0.02157827515
335	0.02153489985
336	0.02150891251
337	0.02149439774
338	0.02146794231
339	0.02144080636
340	0.02141565495
341	0.02139125172
342	0.02136241426
343	0.02131740734
344	0.0213173833
345	0.02127169347
346	0.02121986191
347	0.02120831291
348	0.02119101789
349	0.02116645881
350	0.02116645881
351	0.0211248573
352	0.02112479868
353	0.02112015306
354	0.02103534802
355	0.02102516371
356	0.02101128322
357	0.02099291421
358	0.02098115739
359	0.02093722327
360	0.02091231599
361	0.02088750592
362	0.02082844099
363	0.0207898469
364	0.0207735812
365	0.02073361992
366	0.02072315762
367	0.02069564528
368	0.02067152211
369	0.02065696248
370	0.02064114868
371	0.02060437114
372	0.02057972609
373	0.02056777975
374	0.02053376251
375	0.02051477891
376	0.02050854062
377	0.02049449898
378	0.02048267603
379	0.02045818033
380	0.02042233511
381	0.02039290608
382	0.02038171252
383	0.02033189956
384	0.02030062377
385	0.02028588389
386	0.02026669509
387	0.0202512312
388	0.02023317182
389	0.02022593882
390	0.02021346568
391	0.02018944539
392	0.02017453154
393	0.02013978704
394	0.02012073398
395	0.02010417802
396	0.02009808222
397	0.0200874251
398	0.02007748873
399	0.0200639757
400	0.02000833046
401	0.01999488793
402	0.01997311003
403	0.0199680169
404	0.01994304641
405	0.01993294679
406	0.01991207739
407	0.01989028275
408	0.01987467368
409	0.01983630239
410	0.01981716611
411	0.01979711239
412	0.01977211238
413	0.01976293382
414	0.01974909149
415	0.01972736174
416	0.01967184586
417	0.01964810393
418	0.0196417403
419	0.01962768752
420	0.01962054213
421	0.01960076248
422	0.01959077118
423	0.01956224524
424	0.01955399832
425	0.01953287108
426	0.01949925481
427	0.01946524276
428	0.01945388061
429	0.01942582783
430	0.01941855195
431	0.01939820912
432	0.01938760137
433	0.0193822996
434	0.01937400674
435	0.01935905221
436	0.01933783782
437	0.01932891431
438	0.01931947292
439	0.01929653239
440	0.01929016583
441	0.01927535725
442	0.0192549042
443	0.01919723506
444	0.01917979584
445	0.0191536518
446	0.01912186716
447	0.01908099458
